,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,Gender,Age,cluster
1384,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,Once a year,Female,30,0
1385,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,5,Once a week,Male,33,1
1386,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Every three months,Female,60,0
1387,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,57,1
1388,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a month,Male,44,1
1389,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,Every three months,Female,59,1
1390,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,35,0
1391,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a year,Male,60,1
1392,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-5,Never,Female,67,0
1393,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,Female,29,1
1394,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Female,22,1
1395,Yes,No,No,No,No,Yes,No,Yes,No,No,No,4,Once a year,Female,54,1
1396,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,More than once a week,Female,21,1
1397,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,Once a month,Female,62,1
1398,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,53,0
1399,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,Female,37,0
1400,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,Female,44,1
1401,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,52,0
1402,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1,Every three months,Male,55,1
1403,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,Once a year,Female,32,0
1404,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a month,Female,32,0
1405,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Every three months,Male,47,1
1406,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-5,Once a year,Male,31,0
1407,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a year,Male,55,1
1408,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,Once a year,Female,60,0
1409,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,Male,70,1
1410,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,4,Once a year,Female,49,1
1411,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a year,Female,55,1
1412,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Every three months,Female,50,0
1413,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,26,1
1414,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,Once a year,Male,55,0
1415,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,Every three months,Male,57,0
1416,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a month,Female,20,0
1417,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Once a month,Female,46,1
1418,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Female,62,0
1419,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Every three months,Female,59,0
1420,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,53,1
1421,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,Female,57,1
1422,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,Female,59,1
1423,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,Male,41,1
1424,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a month,Male,36,1
1425,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,Male,57,1
1426,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,Female,33,1
1427,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,3,Once a month,Female,38,1
1428,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,Male,37,1
1429,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,4,More than once a week,Male,25,1
1430,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,Once a week,Male,42,0
1431,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Every three months,Female,55,1
1432,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Once a week,Male,21,1
1433,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Once a year,Male,44,0
1434,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,Once a week,Male,41,1
1435,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,Male,25,0
1436,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a month,Male,24,1
1437,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,Every three months,Female,61,1
1438,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,Female,27,1
1439,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Once a month,Male,61,1
1440,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,Once a month,Female,55,1
1441,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a week,Male,29,1
1442,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,Male,31,1
1443,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a year,Female,50,1
1444,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,Never,Male,55,0
1445,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Once a month,Female,18,1
1446,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,Every three months,Female,52,1
1447,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,Once a month,Male,43,1
1448,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,Male,47,0
1449,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,2,Once a week,Female,36,1
1450,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,Female,52,1
1451,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Every three months,Male,41,1
1452,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Every three months,Male,30,0
